taxon,tvk,start_day,start_month,start_year,end_day,end_month,end_year
Depressaria radiella,NHMSYS0021126889,1,1,1700,,,
Depressaria silesiaca,NHMSYS0000502128,1,1,1700,,,
Depressaria sordidatella,NHMSYS0000502129,1,1,1700,,,
Depressaria ultimella,NHMSYS0000502130,1,1,1700,,,
Diachrysia chrysitis,NBNSYS0000006539,1,1,1700,,,
Diachrysia chryson,NHMSYS0021144472,1,1,1700,,,
Diacrisia sannio,NBNSYS0000006145,1,1,1700,,,
Dialectica imperialella,NBNSYS0100002788,1,1,1700,,,
Dialectica scalariella,NHMSYS0001703652,27,9,2004,,,
Diaphora mendica,NBNSYS0000006149,1,1,1700,,,
Diarsia brunnea,NHMSYS0021144907,1,1,1700,,,
Diarsia dahlii,NHMSYS0021144906,1,1,1700,,,
Diarsia florida,NBNSYS0000006215,1,1,1700,,,
Diarsia mendica,NHMSYS0000519388,1,1,1700,,,
Diarsia mendica mendica,NHMSYS0021144908,1,1,1700,,,
Diarsia mendica orkneyensis,NHMSYS0021144913,1,1,1700,,,
Diarsia mendica thulei,NHMSYS0021144912,1,1,1700,,,
Diarsia rubi,NBNSYS0000006214,1,1,1700,,,
Diasemia reticularis,NBNSYS0000146002,1,1,1700,,,
Diasemiopsis ramburialis,NHMSYS0000502147,2,10,2011,,,
Dicallomera fascelina,NBNSYS0000006113,1,1,1700,,,
Dichagyris flammatra,NHMSYS0021144883,1,1,1859,,,
Dichelia histrionana,NHMSYS0021143029,8,6,2003,,,
Dichomeris acuminatus,NHMSYS0021168887,1,9,2016,,,
Dichomeris alacella,NBNSYS0100002796,1,1,1700,,,
Dichomeris derasella,NBNSYS0100002797,1,1,1700,31,12,1939
Dichomeris juniperella,NHMSYS0000502153,1,1,1700,,,
Dichomeris marginella,NHMSYS0000502154,1,1,1700,,,
Dichomeris ustalella,NHMSYS0000502155,1,1,1700,,,
Dichonioxa tenebrosa,NHMSYS0021144763,19,9,2006,,,
Dichrorampha acuminatana,NHMSYS0000502158,1,1,1700,,,
Dichrorampha aeratana,NHMSYS0000502159,1,1,1700,,,
Dichrorampha alpinana,NHMSYS0000502160,1,1,1700,,,
Dichrorampha consortana,NHMSYS0000502161,1,1,1700,,,
Dichrorampha flavidorsana,NHMSYS0000502162,1,1,1700,,,
Dichrorampha montanana,NHMSYS0021143343,1,1,1700,,,
Dichrorampha petiverella,NHMSYS0000502165,1,1,1700,,,
Dichrorampha plumbagana,NHMSYS0000502166,1,1,1700,,,
Dichrorampha plumbana,NHMSYS0000502167,1,1,1700,,,
Dichrorampha sedatana,NHMSYS0000502168,1,1,1700,,,
Dichrorampha senectana,NHMSYS0000502169,1,1,1700,,,
Dichrorampha sequana,NHMSYS0021143336,1,1,1700,,,
Dichrorampha simpliciana,NHMSYS0000502171,1,1,1700,,,
Dichrorampha sylvicolana,NHMSYS0000502172,1,1,1700,,,
Dichrorampha vancouverana,NHMSYS0020977497,1,1,1700,,,
Dicycla oo,NBNSYS0000006411,1,1,1700,,,
Digitivalva perlepidella,NHMSYS0000502176,1,1,1700,,,
Digitivalva pulicariae,NHMSYS0000502177,1,1,1700,,,
Diloba caeruleocephala,NBNSYS0000006106,1,1,1700,,,
Dioryctria abietella,NHMSYS0021143643,1,1,1700,,,
Dioryctria schuetzeella,NHMSYS0000502183,1,1,1700,,,
Dioryctria simplicella,NBNSYS0100002848,1,1,1700,,,
Dioryctria sylvestrella,NHMSYS0001703760,1,1,1700,,,
Diplodoma laichartingella,NHMSYS0021142185,1,1,1700,,,
Diplopseustis perieresalis,NHMSYS0001703654,1,1,1700,,,
Ditula angustiorana,NHMSYS0000502196,1,1,1700,,,
Diurnea fagella,NHMSYS0021142564,1,1,1700,,,
Diurnea lipsiella,NHMSYS0021142565,1,1,1700,,,
Dolicharthria punctalis,NBNSYS0100002874,1,1,1700,,,
Donacaula forficella,NHMSYS0000502204,1,1,1700,,,
Donacaula mucronella,NHMSYS0021143786,1,1,1700,,,
Drepana curvatula,NBNSYS0000005721,13,8,1960,,,
Drepana falcataria,NBNSYS0000005720,1,1,1700,,,
Dryadaula pactolia,NBNSYS0100002896,1,1,1700,,,
Drymonia dodonaea,NHMSYS0021144344,1,1,1700,,,
Drymonia ruficornis,NHMSYS0000502225,1,1,1700,,,
Dryobota labecula,MM0001Z1Q00021ZZ,1,1,1991,,,
Dryobotodes eremita,NBNSYS0000006341,1,1,1700,,,
Dryobotodes roboris,NHMSYS0021144761,12,10,2006,,,
Duponchelia fovealis,MM0001Z1D7P511Z1,1,1,1700,,,
Dypterygia scabriuscula,NBNSYS0000006397,1,1,1700,,,
Dyscia fagaria,NBNSYS0000006061,1,1,1700,,,
Dyseriocrania subpurpurella,NHMSYS0021142333,1,1,1700,,,
Dysgonia algira,NBNSYS0000006565,1,1,1700,,,
Dysstroma citrata,NBNSYS0000146496,1,1,1700,,,
Dysstroma citrata citrata,NHMSYS0021143996,1,1,1700,,,
Dysstroma citrata pythonissata,NHMSYS0021143998,1,1,1700,,,
Dysstroma truncata,NBNSYS0000146497,1,1,1700,,,
Dysstroma truncata concinnata,NHMSYS0021143995,1,1,1700,,,
Dysstroma truncata truncata,NHMSYS0021143993,1,1,1700,,,
Dystebenna stephensi,NHMSYS0000502243,1,1,1700,,,
Eana argentana,NHMSYS0000502245,1,1,1875,,,
Eana incanana,NHMSYS0000502246,1,1,1700,,,
Eana osseana,NHMSYS0000502247,1,1,1700,,,
Eana penziana,NHMSYS0000519538,1,1,1700,,,
Eana penziana colquhounana,NHMSYS0021143050,1,1,1700,,,
Eana penziana penziana,NHMSYS0021143048,1,1,1700,,,
Earias clorana,NBNSYS0000006524,1,1,1700,,,
Earias insulana,NBNSYS0000006526,1,1,1962,,,
Earophila badiata,NBNSYS0000146502,1,1,1700,,,
Eccopisa effractella,NBNSYS0100002908,1,1,1700,,,
Ecliptopera silaceata,NHMSYS0021143991,1,1,1700,,,
Ectoedemia agrimoniae,NHMSYS0000502262,1,1,1700,,,
Ectoedemia albifasciella,NHMSYS0000502263,1,1,1700,,,
Ectoedemia amani,NBNSYS0100002912,1,1,1700,,,
Ectoedemia angulifasciella,NHMSYS0000502264,1,1,1700,,,
Ectoedemia arcuatella,NHMSYS0000502265,1,1,1700,,,
Ectoedemia argyropeza,NHMSYS0000502267,1,1,1700,,,
Ectoedemia atricollis,NHMSYS0000502268,1,1,1700,,,
Ectoedemia atrifrontella,NHMSYS0000502269,1,1,1700,,,
Ectoedemia decentella,NBNSYS0100002913,1,1,1700,,,
Ectoedemia erythrogenella,NHMSYS0021142150,1,1,1700,,,
Ectoedemia hannoverella,NHMSYS0001703656,25,9,2002,,,
Ectoedemia heckfordi,NHMSYS0020668187,1,1,1700,,,
Ectoedemia heringella,NHMSYS0001703657,1,1,1700,,,
Ectoedemia heringi,NHMSYS0000502271,1,1,1700,,,
Ectoedemia intimella,NHMSYS0000502272,1,1,1700,,,
Ectoedemia longicaudella,NHMSYS0021142145,12,7,2009,,,
Ectoedemia louisella,NBNSYS0100002914,1,1,1700,,,
Ectoedemia minimella,NHMSYS0000502274,1,1,1700,,,
Ectoedemia occultella,NHMSYS0000502275,1,1,1700,,,
Ectoedemia quinquella,NHMSYS0000502276,1,1,1700,,,
Ectoedemia rubivora,NHMSYS0000502277,1,1,1700,,,
Ectoedemia septembrella,NBNSYS0100002915,1,1,1700,,,
Ectoedemia sericopeza,NBNSYS0100002916,1,1,1700,,,
Ectoedemia spinosella,NHMSYS0000502278,1,1,1700,,,
Ectoedemia subbimaculella,NHMSYS0000502279,1,1,1700,,,
Ectoedemia turbidella,NHMSYS0000502280,1,1,1700,,,
Ectoedemia weaveri,NBNSYS0100002918,1,1,1700,,,
Ectropis crepuscularia,NHMSYS0021144249,1,1,1700,,,
Egira conspicillaris,NBNSYS0000006274,1,1,1700,,,
Eidophasia messingiella,NHMSYS0000502286,1,1,1700,,,
Eilema caniola,NHMSYS0021144420,1,1,1700,,,
Eilema complana,NBNSYS0000006133,1,1,1700,,,
Eilema depressa,NBNSYS0100002922,1,1,1700,,,
Eilema griseola,NHMSYS0021144417,1,1,1700,,,
Eilema lurideola,NBNSYS0000006136,1,1,1700,,,
Eilema pygmaeola,NBNSYS0000006132,1,1,1700,,,
Eilema pygmaeola pallifrons,NHMSYS0021144422,1,1,1700,,,
Eilema pygmaeola pygmaeola,NHMSYS0021144421,1,1,1700,,,
Eilema sororcula,NBNSYS0000006129,1,1,1700,,,
Elachista adscitella,NHMSYS0000502292,1,1,1700,,,
Elachista albidella,NHMSYS0021142311,1,1,1700,,,
Elachista albifrontella,NHMSYS0021142288,1,1,1700,,,
Elachista alpinella,NHMSYS0000502294,1,1,1700,,,
Elachista apicipunctella,NHMSYS0000502295,1,1,1700,,,
Elachista argentella,NHMSYS0000502296,1,1,1700,,,
Elachista atricomella,NHMSYS0000502297,1,1,1700,,,
Elachista bedellella,NHMSYS0000502298,1,1,1700,,,
Elachista biatomella,NHMSYS0000502299,1,1,1700,,,
Elachista bisulcella,NHMSYS0021142273,1,1,1700,,,
Elachista canapennella,NHMSYS0021142292,1,1,1700,,,
Elachista cinereopunctella,NHMSYS0021142301,1,1,1700,,,
Elachista cingillella,NHMSYS0000502303,1,1,1700,,,
Elachista collitella,NHMSYS0021142258,1,1,1700,,,
Elachista consortella,NHMSYS0021142317,1,1,1700,,,
Elachista dispunctella,NHMSYS0021142262,1,1,1700,,,
Elachista eleochariella,NHMSYS0021142305,1,1,1700,,,
Elachista eskoi,NBNSYS0100002929,1,1,1700,,,
Elachista freyerella,NHMSYS0021142313,1,1,1700,,,
Elachista gangabella,NHMSYS0000502308,1,1,1700,,,
Elachista geminatella,NHMSYS0021142277,1,1,1700,31,12,1899
Elachista gleichenella,NHMSYS0000502309,1,1,1700,,,
Elachista humilis,NHMSYS0000502310,1,1,1700,,,
Elachista kilmunella,NHMSYS0000502311,1,1,1700,,,
Elachista littoricola,NHMSYS0000502312,1,1,1700,,,
Elachista luticomella,NHMSYS0000502313,1,1,1700,,,
Elachista maculicerusella,NHMSYS0021142297,1,1,1700,,,
Elachista nobilella,NHMSYS0001703658,5,6,2003,,,
Elachista obliquella,NBNSYS0100002933,1,1,1700,,,
Elachista orstadii,NHMSYS0000502321,1,1,1700,,,
Elachista poae,NHMSYS0000502323,1,1,1700,,,
Elachista pomerana,NHMSYS0000502324,1,1,1700,,,
Elachista regificella,NHMSYS0000502325,1,1,1700,,,
Elachista rufocinerea,NHMSYS0000502327,1,1,1700,,,
Elachista scirpi,NHMSYS0021142304,1,1,1700,,,
Elachista serricornis,NHMSYS0021142302,1,1,1700,,,
Elachista stabilella,NHMSYS0021142319,1,1,1700,,,
Elachista subalbidella,NHMSYS0000502328,1,1,1700,,,
Elachista subnigrella,NHMSYS0000502329,1,1,1700,,,
Elachista subocellea,NHMSYS0000502330,1,1,1700,,,
Elachista tengstromi,NHMSYS0021142278,1,1,1700,,,
Elachista trapeziella,NHMSYS0021142300,1,1,1700,,,
Elachista triatomea,NHMSYS0000502332,1,1,1700,,,
Elachista triseriatella,NHMSYS0000502333,1,1,1700,,,
Elachista unifasciella,NHMSYS0000502334,1,1,1700,,,
Elachista utonella,NHMSYS0021142306,1,1,1700,,,
Elaphria venustula,NHMSYS0000502337,1,1,1700,,,
Electrophaes corylata,NBNSYS0000005853,1,1,1700,,,
Elegia fallax,NHMSYS0001703659,1,1,1700,,,
Elegia similella,NBNSYS0100002945,1,1,1700,,,
Elophila nymphaeata,NHMSYS0000502346,1,1,1700,,,
Elophila rivulalis,NHMSYS0021297294,10,7,2017,,,
Ematurga atomaria,NBNSYS0000006044,1,1,1700,,,
Emmelina argoteles,NHMSYS0020732915,24,6,2005,,,
Emmelina monodactyla,NHMSYS0000502352,1,1,1700,,,
Enargia paleacea,NHMSYS0021144744,1,1,1700,,,
Enarmonia formosana,NHMSYS0000502357,1,1,1700,,,
Endothenia ericetana,NHMSYS0000502360,1,1,1700,,,
Endothenia gentianaeana,NHMSYS0021143202,1,1,1700,,,
Endothenia marginana,NHMSYS0000502363,1,1,1700,,,
Endothenia nigricostana,NHMSYS0000502364,1,1,1700,,,
Endothenia oblongana,NHMSYS0000502365,1,1,1700,,,
Endothenia pullana,NHMSYS0000502366,1,1,1700,,,
Endothenia quadrimaculana,NHMSYS0000502367,1,1,1700,,,
Endothenia ustulana,NHMSYS0000502369,1,1,1700,,,
Endotricha flammealis,NHMSYS0021143701,1,1,1700,,,
Endromis versicolora,NBNSYS0000005716,1,1,1700,,,
Endrosis sarcitrella,NHMSYS0000502375,1,1,1700,,,
Ennomos alniaria,NBNSYS0000006004,1,1,1700,,,
Ennomos autumnaria,NBNSYS0000006002,1,1,1700,,,
Ennomos erosaria,NHMSYS0021144194,1,1,1700,,,
Ennomos fuscantaria,NBNSYS0000006005,1,1,1700,,,
Ennomos quercinaria,NBNSYS0000006003,1,1,1700,,,
Entephria caesiata,NHMSYS0021143952,1,1,1700,,,
Entephria caesiata hethlandicaria,NHMSYS0021143953,1,1,1700,,,
Entephria flavicinctata,NHMSYS0000519698,1,1,1700,,,
Entephria flavicinctata flavicinctata,NHMSYS0021143950,1,1,1700,,,
Entephria flavicinctata ruficinctata,NHMSYS0021143951,1,1,1700,,,
Enteucha acetosae,NBNSYS0100003017,1,1,1700,,,
Epagoge grotiana,NHMSYS0000502388,1,1,1700,,,
Epermenia aequidentellus,NHMSYS0000502390,1,1,1700,,,
Epermenia chaerophyllella,NHMSYS0000502391,1,1,1700,,,
Epermenia falciformis,NBNSYS0100003026,1,1,1700,,,
Epermenia farreni,NHMSYS0021142972,1,1,1700,,,
Epermenia insecurella,NHMSYS0000502393,1,1,1700,,,
Epermenia profugella,NBNSYS0100003028,1,1,1700,,,
Ephestia elutella,NHMSYS0000502398,1,1,1700,,,
Ephestia kuehniella,NHMSYS0000502400,1,1,1700,,,
Ephestia woodiella,NHMSYS0021143679,1,1,1700,,,
Epiblema cirsiana,NHMSYS0000502403,1,1,1700,,,
Epiblema cnicicolana,NHMSYS0000502404,1,1,1700,,,
Epiblema costipunctana,NHMSYS0000502405,1,1,1700,,,
Epiblema foenella,NHMSYS0000502408,1,1,1700,,,
Epiblema grandaevana,NHMSYS0000502409,1,1,1700,,,
Epiblema scutulana,NHMSYS0021143304,1,1,1700,,,
Epiblema sticticana,NBNSYS0100003031,1,1,1700,,,
Epiblema turbidana,NHMSYS0000502418,1,1,1700,,,
Epicallima formosella,NBNSYS0100003032,1,1,1700,,,
Epichnopterix plumella,NBNSYS0100003033,1,1,1700,,,
Epichoristodes acerbella,NHMSYS0000502426,26,7,2002,,,
Epinotia abbreviana,NHMSYS0000502428,1,1,1700,,,
Epinotia bilunana,NHMSYS0000502429,1,1,1700,,,
Epinotia brunnichana,NHMSYS0000502430,1,1,1700,,,
Epinotia caprana,NHMSYS0000502431,1,1,1700,,,
Epinotia cinereana,NHMSYS0021143277,1,1,1700,,,
Epinotia crenana,NHMSYS0021143266,1,1,1700,,,
Epinotia cruciana,NHMSYS0000502433,1,1,1700,,,
Epinotia demarniana,NHMSYS0000502434,1,1,1700,,,
Epinotia fraternana,NHMSYS0000502435,1,1,1700,,,
Epinotia granitana,NHMSYS0021143264,1,1,1700,,,
Epinotia immundana,NHMSYS0000502436,1,1,1700,,,
Epinotia maculana,NHMSYS0000502437,1,1,1700,,,
Epinotia mercuriana,NHMSYS0000502438,1,1,1700,,,
Epinotia nanana,NHMSYS0000502439,1,1,1700,,,
Epinotia nemorivaga,NHMSYS0000502440,1,1,1700,,,
Epinotia nigricana,NHMSYS0000502441,1,1,1700,,,
Epinotia nisella,NHMSYS0000502442,1,1,1700,,,
Epinotia pygmaeana,NHMSYS0021143267,1,1,1700,,,
Epinotia ramella,NHMSYS0000502445,1,1,1700,,,
Epinotia rubiginosana,NHMSYS0000502447,1,1,1700,,,
Epinotia signatana,NHMSYS0000502448,1,1,1700,,,
Epinotia solandriana,NHMSYS0000502449,1,1,1700,,,
Epinotia sordidana,NHMSYS0021143253,1,1,1700,,,
Epinotia subocellana,NHMSYS0000502452,1,1,1700,,,
Epinotia subsequana,NHMSYS0000502453,1,1,1700,,,
Epinotia tedella,NHMSYS0000502454,1,1,1700,,,
Epinotia tenerana,NHMSYS0021143268,1,1,1700,,,
Epinotia tetraquetrana,NHMSYS0000502456,1,1,1700,,,
Epinotia trigonella,NHMSYS0000502457,1,1,1700,,,
Epione repandaria,NBNSYS0000005998,1,1,1700,,,
Epione vespertaria,NBNSYS0100003050,1,1,1700,,,
Epiphyas postvittana,NHMSYS0000502462,1,1,1933,,,
Epirrhoe alternata,NHMSYS0000519763,1,1,1700,,,
Epirrhoe alternata alternata,NHMSYS0021143933,1,1,1700,,,
Epirrhoe alternata obscurata,NHMSYS0021143937,1,1,1700,,,
Epirrhoe galiata,NHMSYS0021143939,1,1,1700,,,
Epirrhoe rivata,NHMSYS0021143938,1,1,1700,,,
Epirrhoe tristata,NBNSYS0000005815,1,1,1700,,,
Epirrita autumnata,NBNSYS0000005877,1,1,1700,,,
Epirrita christyi,NBNSYS0000005876,1,1,1700,,,
Epirrita dilutata,NHMSYS0021144014,1,1,1700,,,
Epirrita filigrammaria,NHMSYS0021144016,1,1,1700,,,
Epischnia asteris,NHMSYS0021143649,1,1,1700,,,
Erannis defoliaria,NBNSYS0000006026,1,1,1700,,,
Eremobia ochroleuca,NHMSYS0021144609,1,1,1700,,,
Eriocrania cicatricella,NBNSYS0100003067,1,1,1700,,,
Eriocrania salopiella,NHMSYS0000502485,1,1,1700,,,
Eriocrania sangii,NHMSYS0000502486,1,1,1700,,,
Eriocrania semipurpurella,NHMSYS0000502487,1,1,1700,,,
Eriocrania sparrmannella,NHMSYS0000502488,1,1,1700,,,
Eriocrania unimaculella,NHMSYS0000502490,1,1,1700,,,
Eriogaster lanestris,NBNSYS0000005702,1,1,1700,,,
Eriopsela quadrana,NHMSYS0021143241,1,1,1700,,,
Eriopygodes imbecilla,NBNSYS0000006268,30,7,1972,,,
Esperia sulphurella,NHMSYS0000502500,1,1,1700,,,
Ethmia bipunctella,NBNSYS0000026224,1,1,1700,,,
Ethmia dodecea,NBNSYS0000026222,1,1,1700,,,
Ethmia pusiella,NBNSYS0000026225,1,1,1700,,,
Ethmia pyrausta,NHMSYS0000502505,1,1,1700,,,
Ethmia quadrillella,NBNSYS0100003084,1,1,1700,,,
Ethmia terminella,NBNSYS0000026221,1,1,1700,,,
Etiella zinckenella,NHMSYS0000502507,1,1,1700,,,
Eublemma minutata,NBNSYS0000006515,6,1,1872,,,
Eublemma ostrina,NHMSYS0021144443,1,1,1700,,,
Eublemma parva,NHMSYS0021144444,1,1,1700,,,
Eublemma purpurina,NHMSYS0001703670,20,8,2001,,,
Eucarta virgo,NHMSYS0020758196,29,6,2006,,,
Euchalcia variabilis,NBNSYS0000006543,1,1,1809,,,
Euchoeca nebulata,NBNSYS0000005965,1,1,1700,,,
Euchromius ocellea,NHMSYS0000502522,1,1,1700,,,
Euchromius ramburiellus,NHMSYS0021162639,1,1,1700,,,
Euclemensia woodiella,NHMSYS0000502524,1,1,1829,31,12,1829
Euclidia glyphica,MM0001Z100DH5JN1,1,1,1700,,,
Euclidia mi,NHMSYS0021144454,1,1,1700,,,
Eucosma aemulana,NHMSYS0000502528,1,1,1700,,,
Eucosma aspidiscana,NHMSYS0021143295,1,1,1700,,,
Eucosma campoliliana,NHMSYS0021143289,1,1,1700,,,
Eucosma cana,NHMSYS0000502531,1,1,1700,,,
Eucosma conterminana,NHMSYS0000502533,1,1,1700,,,
Eucosma fulvana,NBNSYS0000100586,1,1,1700,,,
Eucosma hohenwartiana,NHMSYS0021143287,1,1,1700,,,
Eucosma lacteana,NBNSYS0100003090,1,1,1700,,,
Eucosma metzneriana,NHMSYS0000502538,1,1,1700,,,
Eucosma obumbratana,NHMSYS0000502539,1,1,1700,,,
Eucosma parvulana,NHMSYS0001703660,1,1,1700,,,
Eucosma pupillana,NHMSYS0000502541,1,1,1700,,,
Eucosma rubescana,NHMSYS0021143292,1,1,1700,,,
Eucosma tripoliana,NHMSYS0000502542,1,1,1700,,,
Eucosmomorpha albersana,NHMSYS0021143223,1,1,1700,,,
Eudarcia richardsoni,NHMSYS0000502546,1,1,1700,,,
Eudemis porphyrana,NHMSYS0021143150,1,1,1700,,,
Eudemis profundana,NHMSYS0021143153,1,1,1700,,,
Eudonia alpina,NHMSYS0000502551,1,1,1700,,,
Eudonia angustea,NHMSYS0000502552,1,1,1700,,,
Eudonia delunella,NHMSYS0000502553,1,1,1700,,,
Eudonia lacustrata,NBNSYS0000147089,1,1,1700,,,
Eudonia lineola,NHMSYS0000502555,1,1,1700,,,
Eudonia mercurella,NHMSYS0000502556,1,1,1700,,,
Eudonia murana,NHMSYS0000502557,1,1,1700,,,
Eudonia pallida,NHMSYS0000502558,1,1,1700,,,
Eudonia truncicolella,NHMSYS0000502560,1,1,1700,,,
Eugnorisma depuncta,NBNSYS0000006189,1,1,1700,,,
Eugnorisma glareosa,NHMSYS0000502566,1,1,1700,,,
Euhyponomeuta stannella,NHMSYS0021142461,1,1,1700,31,12,1976
Eulamprotes atrella,NHMSYS0021142718,1,1,1700,,,
Eulamprotes immaculatella,NHMSYS0000502573,1,1,1700,,,
Eulamprotes unicolorella,NHMSYS0021142717,1,1,1700,,,
Eulamprotes wilkella,NHMSYS0000502577,1,1,1700,,,
Eulia ministrana,NHMSYS0000502580,1,1,1700,,,
Eulithis mellinata,NBNSYS0000005837,1,1,1700,,,
Eulithis populata,NBNSYS0000005836,1,1,1700,,,
Eulithis prunata,NBNSYS0000005834,1,1,1700,,,
Eulithis testata,NBNSYS0000005835,1,1,1700,,,
Euphyia biangulata,NBNSYS0000005873,1,1,1700,,,
Euphyia unangulata,NBNSYS0000005874,1,1,1700,,,
Eupithecia abbreviata,NBNSYS0000005940,1,1,1700,,,
Eupithecia abietaria,NBNSYS0000005897,1,1,1700,,,
Eupithecia absinthiata,NBNSYS0000005918,1,1,1700,,,
Eupithecia assimilata,NBNSYS0000005920,1,1,1700,,,
Eupithecia centaureata,NHMSYS0021144104,1,1,1700,,,
Eupithecia denotata,NHMSYS0000520028,1,1,1700,,,
Eupithecia denotata denotata,NHMSYS0021144126,1,1,1700,,,
Eupithecia distinctaria,NHMSYS0000520033,1,1,1700,,,
Eupithecia dodoneata,NHMSYS0021144087,1,1,1700,,,
Eupithecia egenaria,NHMSYS0000502597,1,1,1962,,,
Eupithecia exiguata,NHMSYS0021144124,1,1,1700,,,
Eupithecia expallidata,NBNSYS0000005921,1,1,1700,,,
Eupithecia extensaria,NHMSYS0000520043,1,1,1700,,,
Eupithecia extensaria extensaria,NHMSYS0021144115,1,1,1700,,,
Eupithecia extensaria occidua,NHMSYS0021144116,1,1,1700,,,
Eupithecia haworthiata,NHMSYS0000502600,1,1,1700,,,
Eupithecia icterata,NBNSYS0000005926,1,1,1700,,,
Eupithecia indigata,NHMSYS0021144101,1,1,1700,,,
Eupithecia innotata,NBNSYS0000005936,1,1,1700,,,
Eupithecia insigniata,NHMSYS0000502605,1,1,1700,,,
Eupithecia intricata,NBNSYS0000005912,1,1,1700,,,
Eupithecia intricata hibernica,NHMSYS0021144111,1,1,1700,,,
Eupithecia intricata intricata,NHMSYS0021144107,1,1,1700,,,
Eupithecia inturbata,NHMSYS0021144075,1,1,1700,,,
Eupithecia irriguata,NHMSYS0021144100,1,1,1700,,,
Eupithecia lariciata,NHMSYS0021144095,1,1,1700,,,
Eupithecia linariata,NHMSYS0021144079,1,1,1700,,,
Eupithecia massiliata,NHMSYS0001703671,1,1,2002,,,
Eupithecia millefoliata,NHMSYS0000502610,1,1,1933,,,
Eupithecia nanata,NHMSYS0021144098,1,1,1700,,,
Eupithecia phoeniceata,NBNSYS0000005943,11,9,1959,,,
Eupithecia pimpinellata,NHMSYS0021144097,1,1,1700,,,
Eupithecia plumbeolata,NBNSYS0000005896,1,1,1700,,,
Eupithecia pulchellata,NHMSYS0000550501,1,1,1700,,,
Eupithecia pusillata,NHMSYS0021144088,1,1,1700,,,
Eupithecia pygmaeata,NHMSYS0021144081,1,1,1700,,,
Eupithecia satyrata,NBNSYS0000005916,1,1,1700,,,
Eupithecia satyrata curzoni,NHMSYS0021144114,1,1,1700,,,
Eupithecia satyrata satyrata,NHMSYS0021144112,1,1,1700,,,
Eupithecia simpliciata,NBNSYS0000005930,1,1,1700,,,
Eupithecia sinuosaria,NBNSYS0000005231,1,1,1700,,,
Eupithecia subfuscata,NBNSYS0000005925,1,1,1700,,,
Eupithecia subumbrata,NHMSYS0021144131,1,1,1700,,,
Eupithecia succenturiata,NBNSYS0000005927,1,1,1700,,,
Eupithecia tantillaria,NBNSYS0000005945,1,1,1700,,,
Eupithecia tenuiata,NHMSYS0021144074,1,1,1700,,,
Eupithecia tripunctaria,NHMSYS0000502622,1,1,1700,,,
Eupithecia trisignaria,NHMSYS0000502623,1,1,1700,,,
Eupithecia ultimaria,NBNSYS0000033137,20,8,1984,,,
Eupithecia valerianata,NHMSYS0021144121,1,1,1700,,,
Eupithecia venosata,NBNSYS0000005906,1,1,1700,,,
Eupithecia venosata fumosae,NHMSYS0021144084,1,1,1700,,,
Eupithecia venosata hebridensis,NHMSYS0021144085,1,1,1700,,,
Eupithecia venosata ochracae,NHMSYS0021144083,1,1,1700,,,
Eupithecia venosata plumbea,NHMSYS0021144086,1,1,1700,,,
Eupithecia venosata venosata,NHMSYS0021144082,1,1,1700,,,
Eupithecia virgaureata,NBNSYS0000005939,1,1,1700,,,
Eupithecia vulgata,NBNSYS0000005922,1,1,1700,,,
Euplagia quadripunctaria,NBNSYS0000006153,1,1,1700,,,
Euplexia lucipara,NBNSYS0000006401,1,1,1700,,,
Eupoecilia ambiguella,NHMSYS0000502635,1,1,1700,,,
Eupoecilia angustana,NHMSYS0000520073,1,1,1700,,,
Eupoecilia angustana angustana,NHMSYS0021143125,1,1,1700,,,
Eupoecilia angustana thuleana,NHMSYS0021143126,1,1,1700,,,
Euproctis chrysorrhoea,NBNSYS0000006115,1,1,1700,,,
Euproctis similis,NBNSYS0000006116,1,1,1700,,,
Eupsilia transversa,NBNSYS0000006351,1,1,1700,,,
Eurhodope cirrigerella,NBNSYS0000026994,1,1,1700,,,
Eurois occulta,NBNSYS0000006228,1,1,1700,,,
Euspilapteryx auroguttella,NHMSYS0021142422,1,1,1700,,,
Eustroma reticulata,NHMSYS0021143986,1,1,1700,,,
Euthrix potatoria,NBNSYS0000005712,1,1,1700,,,
Euxoa cursoria,NBNSYS0000006169,1,1,1700,,,
Euxoa nigricans,NHMSYS0000502656,1,1,1700,,,
Euxoa obelisca,NHMSYS0000520123,1,1,1700,,,
Euxoa obelisca grisea,NHMSYS0021144886,1,1,1700,,,
Euxoa obelisca obelisca,NHMSYS0021144885,1,1,1700,,,
Euxoa tritici,NBNSYS0000006167,1,1,1700,,,
Euzophera bigella,NHMSYS0000502659,1,1,1700,,,
Euzophera cinerosella,NHMSYS0000502660,1,1,1700,,,
Euzophera pinguis,NHMSYS0000502662,1,1,1700,,,
Evergestis extimalis,NHMSYS0000502667,1,1,1700,,,
Evergestis forficalis,NHMSYS0000502668,1,1,1700,,,
Evergestis limbata,NHMSYS0000502669,1,1,1700,,,
Evergestis pallidata,NHMSYS0000502670,1,1,1700,,,
Exaeretia allisella,NHMSYS0000502672,1,1,1700,,,
Exaeretia ciniflonella,NHMSYS0000502673,1,1,1700,,,
Exapate congelatella,NHMSYS0000502675,1,1,1700,,,
Exoteleia dodecella,NHMSYS0000502677,1,1,1700,,,
Fabula zollikoferi,NHMSYS0021144628,1,1,1867,,,
Fagivorina arenaria,NBNSYS0000006038,1,1,1700,31,7,1898
Falcaria lacertinaria,NBNSYS0000005717,1,1,1700,,,
